what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1325549430907
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1325549430910
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1325549430911
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1325549430912
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1325549430913
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1325549430913
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1325549430914
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1325549430915
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1325549430916
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1325549430917
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1325549430918
os,sysinfo,,,"win32",1325549430923
arch,sysinfo,,,"x86_64",1325549430923
ws,sysinfo,,,"win32",1325549430923
locale,sysinfo,,,"de_DE",1325549430923
processors,sysinfo,,,"4",1325549430924
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1325549430924
java.runtime.version,sysinfo,,,"1.6.0_29-b11",1325549430924
java.specification.name,sysinfo,,,"Java Platform API Specification",1325549430924
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1325549430924
java.specification.version,sysinfo,,,"1.6",1325549430924
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1325549430924
java.version,sysinfo,,,"1.6.0_29",1325549430924
java.vm.info,sysinfo,,,"mixed mode",1325549430924
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1325549430924
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1325549430924
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1325549430924
java.vm.specification.version,sysinfo,,,"1.0",1325549430924
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1325549430924
java.vm.version,sysinfo,,,"20.4-b02",1325549430924
started,bundle,org.eclipse.wst.web,1.1.401.v201007151900,"org.eclipse.wst.web",1325549430934
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1325549430981
started,bundle,net.sf.eclipsecs.core,5.4.1.201109192037,"net.sf.eclipsecs.core",1325549431028
started,bundle,net.sf.eclipsecs.ui,5.4.1.201109192037,"net.sf.eclipsecs.ui",1325549431029
started,bundle,org.eclipse.team.svn.core,0.7.9.I20110207-1700,"org.eclipse.team.svn.core",1325549431054
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1325549431178
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1325549431261
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20110207-1700,"org.eclipse.team.svn.ui",1325549431360
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1325549431385
started,bundle,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms",1325549431404
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110124-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1325549431426
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1325549431980
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1325549432129
started,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20110124-1700,"org.eclipse.team.svn.revision.graph",1325549432131
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1325549432272
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.101.v201007151621,"org.eclipse.jst.common.project.facet.core",1325549432459
